ObjectA,ObjectB,A2BDir,EffectType,Source,Target,VelChange,Which
Mario,Goomba,D,VelChange,Mario,None,vy,A
Mario,Goomba,D,Delete,Goomba,None,None,B
Goomba,Mario,U,VelChange,Mario,None,vy,B
Goomba,Mario,U,VelChange,Mario,None,vy,B
Goomba,Mario,U,Delete,Goomba,None,None,A
Mario,BLOCK,U,VelChange,Mario,None,vy,A
BLOCK,Mario,D,VelChange,Mario,None,vy,B
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Mario,BLOCK,L,None,None,None,None,OTHER
BLOCK,Mario,R,None,None,None,None,OTHER
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Mario,BLOCK,U,Change,BLOCK,SPENT,None,B
Mario,BLOCK,U,Add,COIN,None,None,OTHER
Mario,BLOCK,U,VelChange,Mario,None,vy,A
BLOCK,Mario,D,Change,BLOCK,SPENT,None,A
BLOCK,Mario,D,Add,COIN,None,None,OTHER
BLOCK,Mario,D,VelChange,Mario,None,vy,B
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Mario,BLOCK,L,VelChange,Mario,None,vx,A
BLOCK,Mario,R,VelChange,Mario,None,vx,B
Mario,BLOCK,D,VelChange,Mario,None,vy,A
BLOCK,Mario,U,VelChange,Mario,None,vy,B
Mario,BLOCK,U,Change,BLOCK,SPENT,None,B
Mario,BLOCK,U,Add,COIN,None,None,OTHER
Mario,BLOCK,U,VelChange,Mario,None,vy,A
BLOCK,Mario,D,Change,BLOCK,SPENT,None,A
BLOCK,Mario,D,Add,COIN,None,None,OTHER
BLOCK,Mario,D,VelChange,Mario,None,vy,B
Mario,BLOCK,D,None,None,None,None,OTHER
BLOCK,Mario,U,None,None,None,None,OTHER
Mario,SPENT,D,None,None,None,None,OTHER
SPENT,Mario,U,None,None,None,None,OTHER
Mario,BLOCK,U,VelChange,Mario,None,vy,A
BLOCK,Mario,D,VelChange,Mario,None,vy,B
Mario,GROUND,D,None,None,None,None,OTHER
GROUND,Mario,U,None,None,None,None,OTHER
Mario,LEFT_UP_GRASS_EDGE,R,VelChange,Mario,None,vx,A
LEFT_UP_GRASS_EDGE,Mario,L,VelChange,Mario,None,vx,B
Mario,LEFT_UP_GRASS_EDGE,D,VelChange,Mario,None,vy,A
LEFT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vy,B
Mario,ROCK,D,VelChange,Mario,None,vy,A
ROCK,Mario,U,VelChange,Mario,None,vy,B
Mario,RIGHT_UP_GRASS_EDGE,D,VelChange,Mario,None,vy,A
RIGHT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vy,B
Mario,ROCK,D,VelChange,Mario,None,vy,A
ROCK,Mario,U,VelChange,Mario,None,vy,B
Bush,RedKoopa,L,None,None,None,None,OTHER
RedKoopa,Bush,R,None,None,None,None,OTHER
Mario,COIN,R,Delete,COIN,None,None,B
COIN,Mario,L,Delete,COIN,None,None,A
Mario,COIN,R,Delete,COIN,None,None,B
COIN,Mario,L,Delete,COIN,None,None,A
Mario,COIN,D,Delete,COIN,None,None,B
Mario,COIN,D,Delete,COIN,None,None,B
COIN,Mario,U,Delete,COIN,None,None,A
COIN,Mario,U,Delete,COIN,None,None,A
Mario,COIN,D,Delete,COIN,None,None,B
Mario,COIN,D,Delete,COIN,None,None,B
COIN,Mario,U,Delete,COIN,None,None,A
COIN,Mario,U,Delete,COIN,None,None,A
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Mario,BLOCK,U,Change,BLOCK,SPENT,None,B
Mario,BLOCK,U,Add,COIN,None,None,OTHER
Mario,BLOCK,U,VelChange,Mario,None,vy,A
BLOCK,Mario,D,Change,BLOCK,SPENT,None,A
BLOCK,Mario,D,Add,COIN,None,None,OTHER
BLOCK,Mario,D,VelChange,Mario,None,vy,B
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Mario,BLOCK,U,Change,BLOCK,SPENT,None,B
Mario,BLOCK,U,Add,COIN,None,None,OTHER
Mario,BLOCK,U,VelChange,Mario,None,vy,A
BLOCK,Mario,D,Change,BLOCK,SPENT,None,A
BLOCK,Mario,D,Add,COIN,None,None,OTHER
BLOCK,Mario,D,VelChange,Mario,None,vy,B
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Mario,BLOCK,U,Change,BLOCK,SPENT,None,B
Mario,BLOCK,U,Add,Mushroom,None,None,OTHER
Mario,BLOCK,U,VelChange,Mario,None,vy,A
BLOCK,Mario,D,Change,BLOCK,SPENT,None,A
BLOCK,Mario,D,Add,Mushroom,None,None,OTHER
BLOCK,Mario,D,VelChange,Mario,None,vy,B
Mario,RIGHT_UP_GRASS_EDGE,D,VelChange,Mario,None,vy,A
RIGHT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vy,B
Mario,GROUND,D,None,None,None,None,OTHER
GROUND,Mario,U,None,None,None,None,OTHER
Mushroom,4,D,VelChange,Mushroom,None,vy,A
4,Mushroom,U,VelChange,Mushroom,None,vy,B
Mushroom,SPENT,D,VelChange,Mushroom,None,vy,A
SPENT,Mushroom,U,VelChange,Mushroom,None,vy,B
Mushroom,BLOCK,D,None,None,None,None,OTHER
BLOCK,Mushroom,U,None,None,None,None,OTHER
Mushroom,6,D,None,None,None,None,OTHER
6,Mushroom,U,None,None,None,None,OTHER
RedKoopa,Goomba,D,None,None,None,None,OTHER
Goomba,RedKoopa,U,None,None,None,None,OTHER
Mario,RIGHT_UP_GRASS_EDGE,D,None,None,None,None,OTHER
RIGHT_UP_GRASS_EDGE,Mario,U,None,None,None,None,OTHER
Mario,BLOCK,U,VelChange,Mario,None,vy,A
BLOCK,Mario,D,VelChange,Mario,None,vy,B
Mario,GROUND,D,None,None,None,None,OTHER
GROUND,Mario,U,None,None,None,None,OTHER
Mushroom,BLOCK,D,VelChange,Mushroom,None,vy,A
BLOCK,Mushroom,U,VelChange,Mushroom,None,vy,B
Mushroom,6,D,VelChange,Mushroom,None,vy,A
6,Mushroom,U,VelChange,Mushroom,None,vy,B
Goomba,GROUND,D,VelChange,Goomba,None,vy,A
GROUND,Goomba,U,VelChange,Goomba,None,vy,B
Mushroom,4,D,None,None,None,None,OTHER
4,Mushroom,U,None,None,None,None,OTHER
Mushroom,SPENT,D,None,None,None,None,OTHER
SPENT,Mushroom,U,None,None,None,None,OTHER
Mario,LEFT_UP_GRASS_EDGE,D,None,None,None,None,OTHER
LEFT_UP_GRASS_EDGE,Mario,U,None,None,None,None,OTHER
Mario,BLOCK,U,VelChange,Mario,None,vy,A
BLOCK,Mario,D,VelChange,Mario,None,vy,B
Mario,GROUND,D,None,None,None,None,OTHER
GROUND,Mario,U,None,None,None,None,OTHER
Mushroom,GROUND,D,VelChange,Mushroom,None,vy,A
GROUND,Mushroom,U,VelChange,Mushroom,None,vy,B
Mushroom,7,D,VelChange,Mushroom,None,vy,A
7,Mushroom,U,VelChange,Mushroom,None,vy,B
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Mushroom,ROCK,L,VelChange,Mushroom,None,vx,A
ROCK,Mushroom,R,VelChange,Mushroom,None,vx,B
Mushroom,9,L,VelChange,Mushroom,None,vx,A
9,Mushroom,R,VelChange,Mushroom,None,vx,B
BigMario,GROUND,D,VelChange,BigMario,None,vy,A
GROUND,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,SPENT,D,None,None,None,None,OTHER
SPENT,BigMario,U,None,None,None,None,OTHER
BigMario,BLOCK,U,Change,BLOCK,SPENT,None,B
BigMario,BLOCK,U,Add,COIN,None,None,OTHER
BigMario,BLOCK,U,VelChange,BigMario,None,vy,A
BLOCK,BigMario,D,Change,BLOCK,SPENT,None,A
BLOCK,BigMario,D,Add,COIN,None,None,OTHER
BLOCK,BigMario,D,VelChange,BigMario,None,vy,B
BigMario,BLOCK,D,VelChange,BigMario,None,vy,A
BLOCK,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,BLOCK,U,Change,BLOCK,SPENT,None,B
BigMario,BLOCK,U,Add,COIN,None,None,OTHER
BigMario,BLOCK,U,VelChange,BigMario,None,vy,A
BLOCK,BigMario,D,Change,BLOCK,SPENT,None,A
BLOCK,BigMario,D,Add,COIN,None,None,OTHER
BLOCK,BigMario,D,VelChange,BigMario,None,vy,B
BigMario,BLOCK,D,VelChange,BigMario,None,vy,A
BLOCK,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,SPENT,U,VelChange,BigMario,None,vy,A
SPENT,BigMario,D,VelChange,BigMario,None,vy,B
BigMario,BLOCK,D,None,None,None,None,OTHER
BLOCK,BigMario,U,None,None,None,None,OTHER
BigMario,SPENT,D,None,None,None,None,OTHER
SPENT,BigMario,U,None,None,None,None,OTHER
BigMario,BLOCK,U,Change,BLOCK,SPENT,None,B
BigMario,BLOCK,U,Add,COIN,None,None,OTHER
BigMario,BLOCK,U,VelChange,BigMario,None,vy,A
BLOCK,BigMario,D,Change,BLOCK,SPENT,None,A
BLOCK,BigMario,D,Add,COIN,None,None,OTHER
BLOCK,BigMario,D,VelChange,BigMario,None,vy,B
BigMario,SPENT,D,None,None,None,None,OTHER
SPENT,BigMario,U,None,None,None,None,OTHER
BigMario,BLOCK,D,None,None,None,None,OTHER
BLOCK,BigMario,U,None,None,None,None,OTHER
BigMario,BLOCK,U,Change,BLOCK,SPENT,None,B
BigMario,BLOCK,U,Add,COIN,None,None,OTHER
BigMario,BLOCK,U,VelChange,BigMario,None,vy,A
BLOCK,BigMario,D,Change,BLOCK,SPENT,None,A
BLOCK,BigMario,D,Add,COIN,None,None,OTHER
BLOCK,BigMario,D,VelChange,BigMario,None,vy,B
BigMario,BLOCK,D,None,None,None,None,OTHER
BLOCK,BigMario,U,None,None,None,None,OTHER
Goomba,GROUND,D,VelChange,Goomba,None,vy,A
GROUND,Goomba,U,VelChange,Goomba,None,vy,B
BigMario,GROUND,D,VelChange,BigMario,None,vy,A
GROUND,BigMario,U,VelChange,BigMario,None,vy,B
Goomba,GROUND,D,VelChange,Goomba,None,vy,A
GROUND,Goomba,U,VelChange,Goomba,None,vy,B
BigMario,BLOCK,R,VelChange,BigMario,None,vx,A
BLOCK,BigMario,L,VelChange,BigMario,None,vx,B
BigMario,GROUND,D,VelChange,BigMario,None,vy,A
GROUND,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,GROUND,D,VelChange,BigMario,None,vy,A
GROUND,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,Goomba,D,VelChange,BigMario,None,vy,A
BigMario,Goomba,D,Delete,Goomba,None,None,B
Goomba,BigMario,U,VelChange,BigMario,None,vy,B
Goomba,BigMario,U,Delete,Goomba,None,None,A
BigMario,GROUND,D,VelChange,BigMario,None,vy,A
GROUND,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,Goomba,D,VelChange,BigMario,None,vy,A
BigMario,Goomba,D,Delete,Goomba,None,None,B
Goomba,BigMario,U,VelChange,BigMario,None,vy,B
Goomba,BigMario,U,Delete,Goomba,None,None,A
BigMario,GROUND,D,VelChange,BigMario,None,vy,A
GROUND,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,BLOCK,R,VelChange,BigMario,None,vx,A
BLOCK,BigMario,L,VelChange,BigMario,None,vx,B
BigMario,GROUND,D,VelChange,BigMario,None,vy,A
GROUND,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,BLOCK,D,None,None,None,None,OTHER
BLOCK,BigMario,U,None,None,None,None,OTHER
BigMario,BLOCK,R,VelChange,BigMario,None,vx,A
BLOCK,BigMario,L,VelChange,BigMario,None,vx,B
BigMario,BLOCK,D,None,None,None,None,OTHER
BLOCK,BigMario,U,None,None,None,None,OTHER
BigMario,BLOCK,D,VelChange,BigMario,None,vy,A
BLOCK,BigMario,U,VelChange,BigMario,None,vy,B
GreenKoopa,GreenKoopa,L,None,None,None,None,OTHER
GreenKoopa,GreenKoopa,R,None,None,None,None,OTHER
BigMario,GROUND,D,VelChange,BigMario,None,vy,A
GROUND,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,BLOCK,D,None,None,None,None,OTHER
BLOCK,BigMario,U,None,None,None,None,OTHER
BigMario,BLOCK,U,Change,BLOCK,SPENT,None,B
BigMario,BLOCK,U,Add,COIN,None,None,OTHER
BigMario,BLOCK,U,VelChange,BigMario,None,vy,A
BLOCK,BigMario,D,Change,BLOCK,SPENT,None,A
BLOCK,BigMario,D,Add,COIN,None,None,OTHER
BLOCK,BigMario,D,VelChange,BigMario,None,vy,B
BigMario,BLOCK,D,None,None,None,None,OTHER
BLOCK,BigMario,U,None,None,None,None,OTHER
BigMario,BLOCK,U,Change,BLOCK,SPENT,None,B
BigMario,BLOCK,U,Add,COIN,None,None,OTHER
BigMario,BLOCK,U,VelChange,BigMario,None,vy,A
BLOCK,BigMario,D,Change,BLOCK,SPENT,None,A
BLOCK,BigMario,D,Add,COIN,None,None,OTHER
BLOCK,BigMario,D,VelChange,BigMario,None,vy,B
BigMario,BLOCK,D,VelChange,BigMario,None,vy,A
BLOCK,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,BLOCK,U,Delete,16,None,None,OTHER
BigMario,BLOCK,U,VelChange,BigMario,None,vy,A
BLOCK,BigMario,D,Delete,16,None,None,OTHER
BLOCK,BigMario,D,VelChange,BigMario,None,vy,B
BigMario,LEFT_UP_GRASS_EDGE,D,VelChange,BigMario,None,vy,A
LEFT_UP_GRASS_EDGE,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,LEFT_UP_GRASS_EDGE,R,VelChange,BigMario,None,vx,A
LEFT_UP_GRASS_EDGE,BigMario,L,VelChange,BigMario,None,vx,B
BigMario,LEFT_UP_GRASS_EDGE,R,None,None,None,None,OTHER
LEFT_UP_GRASS_EDGE,BigMario,L,None,None,None,None,OTHER
BigMario,ROCK,D,VelChange,BigMario,None,vy,A
ROCK,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,GROUND,D,VelChange,BigMario,None,vy,A
GROUND,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,TUBE_SIDE_LEFT,R,VelChange,BigMario,None,vx,A
TUBE_SIDE_LEFT,BigMario,L,VelChange,BigMario,None,vx,B
BigMario,TUBE_TOP_LEFT,R,VelChange,BigMario,None,vx,A
TUBE_TOP_LEFT,BigMario,L,VelChange,BigMario,None,vx,B
BigMario,TUBE_TOP_LEFT,D,VelChange,BigMario,None,vy,A
TUBE_TOP_LEFT,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,TUBE_TOP_RIGHT,D,None,None,None,None,OTHER
TUBE_TOP_RIGHT,BigMario,U,None,None,None,None,OTHER
BigMario,GROUND,D,VelChange,BigMario,None,vy,A
GROUND,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,BLOCK,U,Delete,16,None,None,OTHER
BigMario,BLOCK,U,VelChange,BigMario,None,vy,A
BLOCK,BigMario,D,Delete,16,None,None,OTHER
BLOCK,BigMario,D,VelChange,BigMario,None,vy,B
BigMario,GROUND,D,VelChange,BigMario,None,vy,A
GROUND,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,BLOCK,U,Change,BLOCK,SPENT,None,B
BigMario,BLOCK,U,Add,COIN,None,None,OTHER
BigMario,BLOCK,U,VelChange,BigMario,None,vy,A
BLOCK,BigMario,D,Change,BLOCK,SPENT,None,A
BLOCK,BigMario,D,Add,COIN,None,None,OTHER
BLOCK,BigMario,D,VelChange,BigMario,None,vy,B
BigMario,GROUND,D,None,None,None,None,OTHER
GROUND,BigMario,U,None,None,None,None,OTHER
BigMario,SPENT,U,VelChange,BigMario,None,vy,A
SPENT,BigMario,D,VelChange,BigMario,None,vy,B
BigMario,GROUND,D,None,None,None,None,OTHER
GROUND,BigMario,U,None,None,None,None,OTHER
Bush,Goomba,L,None,None,None,None,OTHER
Goomba,Bush,R,None,None,None,None,OTHER
BigMario,GROUND,D,VelChange,BigMario,None,vy,A
BigMario,GROUND,D,VelChange,BigMario,None,vx,A
GROUND,BigMario,U,VelChange,BigMario,None,vy,B
GROUND,BigMario,U,VelChange,BigMario,None,vx,B
BigMario,TUBE_SIDE_LEFT,R,VelChange,BigMario,None,vy,A
BigMario,TUBE_SIDE_LEFT,R,VelChange,BigMario,None,vx,A
TUBE_SIDE_LEFT,BigMario,L,VelChange,BigMario,None,vy,B
TUBE_SIDE_LEFT,BigMario,L,VelChange,BigMario,None,vx,B
BigMario,TUBE_TOP_LEFT,R,VelChange,BigMario,None,vy,A
BigMario,TUBE_TOP_LEFT,R,VelChange,BigMario,None,vx,A
TUBE_TOP_LEFT,BigMario,L,VelChange,BigMario,None,vy,B
TUBE_TOP_LEFT,BigMario,L,VelChange,BigMario,None,vx,B
BigMario,TUBE_TOP_LEFT,D,VelChange,BigMario,None,vy,A
TUBE_TOP_LEFT,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,LEFT_UP_GRASS_EDGE,R,VelChange,BigMario,None,vx,A
LEFT_UP_GRASS_EDGE,BigMario,L,VelChange,BigMario,None,vx,B
BigMario,LEFT_UP_GRASS_EDGE,D,VelChange,BigMario,None,vy,A
LEFT_UP_GRASS_EDGE,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,LEFT_UP_GRASS_EDGE,D,None,None,None,None,OTHER
LEFT_UP_GRASS_EDGE,BigMario,U,None,None,None,None,OTHER
BigMario,LEFT_UP_GRASS_EDGE,R,VelChange,BigMario,None,vx,A
LEFT_UP_GRASS_EDGE,BigMario,L,VelChange,BigMario,None,vx,B
BigMario,LEFT_UP_GRASS_EDGE,D,VelChange,BigMario,None,vy,A
LEFT_UP_GRASS_EDGE,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,RIGHT_UP_GRASS_EDGE,D,None,None,None,None,OTHER
RIGHT_UP_GRASS_EDGE,BigMario,U,None,None,None,None,OTHER
BigMario,LEFT_UP_GRASS_EDGE,D,VelChange,BigMario,None,vy,A
BigMario,LEFT_UP_GRASS_EDGE,D,VelChange,BigMario,None,vx,A
LEFT_UP_GRASS_EDGE,BigMario,U,VelChange,BigMario,None,vy,B
LEFT_UP_GRASS_EDGE,BigMario,U,VelChange,BigMario,None,vx,B
BigMario,LEFT_UP_GRASS_EDGE,R,VelChange,BigMario,None,vy,A
BigMario,LEFT_UP_GRASS_EDGE,R,VelChange,BigMario,None,vx,A
LEFT_UP_GRASS_EDGE,BigMario,L,VelChange,BigMario,None,vy,B
LEFT_UP_GRASS_EDGE,BigMario,L,VelChange,BigMario,None,vx,B
BigMario,LEFT_UP_GRASS_EDGE,D,None,None,None,None,OTHER
LEFT_UP_GRASS_EDGE,BigMario,U,None,None,None,None,OTHER
BigMario,LEFT_UP_GRASS_EDGE,R,VelChange,BigMario,None,vx,A
LEFT_UP_GRASS_EDGE,BigMario,L,VelChange,BigMario,None,vx,B
BigMario,LEFT_UP_GRASS_EDGE,D,VelChange,BigMario,None,vy,A
LEFT_UP_GRASS_EDGE,BigMario,U,VelChange,BigMario,None,vy,B
Bush,RedKoopa,U,None,None,None,None,OTHER
RedKoopa,Bush,D,None,None,None,None,OTHER
BigMario,ROCK,D,VelChange,BigMario,None,vy,A
ROCK,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,GROUND,D,VelChange,BigMario,None,vy,A
GROUND,BigMario,U,VelChange,BigMario,None,vy,B
Bush,BigMario,R,None,None,None,None,OTHER
BigMario,Bush,L,None,None,None,None,OTHER
Mario,LEFT_UP_GRASS_EDGE,D,None,None,None,None,OTHER
LEFT_UP_GRASS_EDGE,Mario,U,None,None,None,None,OTHER
Mario,GROUND,D,None,None,None,None,OTHER
GROUND,Mario,U,None,None,None,None,OTHER
Shell,7,D,None,None,None,None,OTHER
7,Shell,U,None,None,None,None,OTHER
Shell,GROUND,D,None,None,None,None,OTHER
GROUND,Shell,U,None,None,None,None,OTHER
Shell,6,R,VelChange,Shell,None,vx,A
6,Shell,L,VelChange,Shell,None,vx,B
Shell,TUBE_SIDE_LEFT,R,VelChange,Shell,None,vx,A
TUBE_SIDE_LEFT,Shell,L,VelChange,Shell,None,vx,B
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Mario,TUBE_SIDE_LEFT,R,VelChange,Mario,None,vx,A
TUBE_SIDE_LEFT,Mario,L,VelChange,Mario,None,vx,B
Mario,TUBE_SIDE_LEFT,R,VelChange,Mario,None,vx,A
TUBE_SIDE_LEFT,Mario,L,VelChange,Mario,None,vx,B
Shell,LEFT_UP_GRASS_EDGE,D,VelChange,Mario,None,vx,OTHER
LEFT_UP_GRASS_EDGE,Shell,U,VelChange,Mario,None,vx,OTHER
Shell,8,D,VelChange,Mario,None,vx,OTHER
8,Shell,U,VelChange,Mario,None,vx,OTHER
Mario,TUBE_SIDE_LEFT,R,VelChange,Mario,None,vx,A
TUBE_SIDE_LEFT,Mario,L,VelChange,Mario,None,vx,B
Mario,TUBE_SIDE_LEFT,R,None,None,None,None,OTHER
TUBE_SIDE_LEFT,Mario,L,None,None,None,None,OTHER
Mario,TUBE_TOP_LEFT,R,None,None,None,None,OTHER
TUBE_TOP_LEFT,Mario,L,None,None,None,None,OTHER
Mario,TUBE_TOP_LEFT,D,None,None,None,None,OTHER
TUBE_TOP_LEFT,Mario,U,None,None,None,None,OTHER
Mario,COIN,D,Delete,COIN,None,None,B
COIN,Mario,U,Delete,COIN,None,None,A
Mario,COIN,R,Delete,COIN,None,None,B
COIN,Mario,L,Delete,COIN,None,None,A
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Goomba,BLOCK,D,VelChange,Goomba,None,vy,A
BLOCK,Goomba,U,VelChange,Goomba,None,vy,B
Mario,BLOCK,U,Change,BLOCK,SPENT,None,B
Mario,BLOCK,U,Add,COIN,None,None,OTHER
Mario,BLOCK,U,VelChange,Mario,None,vy,A
BLOCK,Mario,D,Change,BLOCK,SPENT,None,A
BLOCK,Mario,D,Add,COIN,None,None,OTHER
BLOCK,Mario,D,VelChange,Mario,None,vy,B
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Bush,BigMario,U,VelChange,Mario,None,vy,OTHER
BigMario,Bush,D,VelChange,Mario,None,vy,OTHER
Goomba,GROUND,D,VelChange,Goomba,None,vy,A
GROUND,Goomba,U,VelChange,Goomba,None,vy,B
Mario,SPENT,U,VelChange,Mario,None,vy,A
SPENT,Mario,D,VelChange,Mario,None,vy,B
Mario,Goomba,D,VelChange,Mario,None,vy,A
Mario,Goomba,D,Delete,Goomba,None,None,B
Goomba,Mario,U,VelChange,Mario,None,vy,B
Goomba,Mario,U,Delete,Goomba,None,None,A
Mario,SPENT,U,VelChange,Mario,None,vy,A
SPENT,Mario,D,VelChange,Mario,None,vy,B
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Mario,BLOCK,R,VelChange,Mario,None,vx,A
BLOCK,Mario,L,VelChange,Mario,None,vx,B
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Mario,BLOCK,U,VelChange,Mario,None,vy,A
BLOCK,Mario,D,VelChange,Mario,None,vy,B
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Mario,BLOCK,U,Change,BLOCK,SPENT,None,B
Mario,BLOCK,U,Add,Mushroom,None,None,OTHER
Mario,BLOCK,U,VelChange,Mario,None,vy,A
BLOCK,Mario,D,Change,BLOCK,SPENT,None,A
BLOCK,Mario,D,Add,Mushroom,None,None,OTHER
BLOCK,Mario,D,VelChange,Mario,None,vy,B
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Mushroom,4,D,VelChange,Mushroom,None,vy,A
4,Mushroom,U,VelChange,Mushroom,None,vy,B
Mushroom,SPENT,D,VelChange,Mushroom,None,vy,A
SPENT,Mushroom,U,VelChange,Mushroom,None,vy,B
Mushroom,BLOCK,D,None,None,None,None,OTHER
BLOCK,Mushroom,U,None,None,None,None,OTHER
Mushroom,6,D,None,None,None,None,OTHER
6,Mushroom,U,None,None,None,None,OTHER
Mushroom,1,D,None,None,None,None,OTHER
1,Mushroom,U,None,None,None,None,OTHER
Mario,BLOCK,U,VelChange,Mario,None,vy,A
BLOCK,Mario,D,VelChange,Mario,None,vy,B
Mushroom,6,D,None,None,None,None,OTHER
6,Mushroom,U,None,None,None,None,OTHER
Mario,GROUND,D,None,None,None,None,OTHER
GROUND,Mario,U,None,None,None,None,OTHER
Mario,BLOCK,U,Change,BLOCK,SPENT,None,B
Mario,BLOCK,U,Add,COIN,None,None,OTHER
Mario,BLOCK,U,VelChange,Mario,None,vy,A
BLOCK,Mario,D,Change,BLOCK,SPENT,None,A
BLOCK,Mario,D,Add,COIN,None,None,OTHER
BLOCK,Mario,D,VelChange,Mario,None,vy,B
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Mushroom,GROUND,D,VelChange,Mushroom,None,vy,A
GROUND,Mushroom,U,VelChange,Mushroom,None,vy,B
Mushroom,7,D,VelChange,Mushroom,None,vy,A
7,Mushroom,U,VelChange,Mushroom,None,vy,B
Mushroom,6,R,VelChange,Mushroom,None,vx,A
6,Mushroom,L,VelChange,Mushroom,None,vx,B
Mushroom,TUBE_SIDE_LEFT,R,VelChange,Mushroom,None,vx,A
TUBE_SIDE_LEFT,Mushroom,L,VelChange,Mushroom,None,vx,B
BigMario,GROUND,D,VelChange,BigMario,None,vy,A
GROUND,BigMario,U,VelChange,BigMario,None,vy,B
GreenKoopa,Goomba,D,None,None,None,None,OTHER
Goomba,GreenKoopa,U,None,None,None,None,OTHER
BigMario,BLOCK,D,None,None,None,None,OTHER
BLOCK,BigMario,U,None,None,None,None,OTHER
BigMario,SPENT,D,None,None,None,None,OTHER
SPENT,BigMario,U,None,None,None,None,OTHER
BigMario,BLOCK,D,None,None,None,None,OTHER
BLOCK,BigMario,U,None,None,None,None,OTHER
BigMario,BLOCK,U,Change,BLOCK,SPENT,None,B
BigMario,BLOCK,U,Add,COIN,None,None,OTHER
BigMario,BLOCK,U,VelChange,BigMario,None,vy,A
BLOCK,BigMario,D,Change,BLOCK,SPENT,None,A
BLOCK,BigMario,D,Add,COIN,None,None,OTHER
BLOCK,BigMario,D,VelChange,BigMario,None,vy,B
BigMario,BLOCK,D,None,None,None,None,OTHER
BLOCK,BigMario,U,None,None,None,None,OTHER
BigMario,SPENT,D,None,None,None,None,OTHER
SPENT,BigMario,U,None,None,None,None,OTHER
Goomba,GROUND,D,VelChange,Goomba,None,vy,A
GROUND,Goomba,U,VelChange,Goomba,None,vy,B
BigMario,GROUND,D,VelChange,BigMario,None,vy,A
GROUND,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,BLOCK,U,Delete,16,None,None,OTHER
BigMario,BLOCK,U,VelChange,BigMario,None,vy,A
BLOCK,BigMario,D,Delete,16,None,None,OTHER
BLOCK,BigMario,D,VelChange,BigMario,None,vy,B
BigMario,GROUND,D,VelChange,BigMario,None,vy,A
GROUND,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,BLOCK,U,Delete,16,None,None,OTHER
BigMario,BLOCK,U,VelChange,BigMario,None,vy,A
BLOCK,BigMario,D,Delete,16,None,None,OTHER
BLOCK,BigMario,D,VelChange,BigMario,None,vy,B
